global_id,chapter,section,section_name,source_question_no,pdf_page_start,pdf_page_end,answer,question
q239,3,mc,單選題,6,44,44,C,假設某一經濟體系只生產 X 與 Y 兩種商品，且 1 單位 X 的機會成本固定為 2 單位的 Y 。下列哪項商品數量組合可能位在其生產可能曲線上？
q240,3,mc,單選題,7,44,44,B,假設只有甲與乙兩個人且只有 X 與 Y 兩種商品。下列敘述何者正確？
q241,3,mc,單選題,8,44,44,C,假設只有甲與乙兩個人且只有 X 與 Y 兩種商品。下列敘述何者正確？
q242,3,mc,單選題,9,45,45,B,假設只有 X 與 Y 兩種商品。如果甲生產 1 單位 X 的機會成本固定為 2 單位的 Y ，則甲生產 1 單位 Y 的機會成本固定為多少單位的 X ？
q243,3,mc,單選題,10,45,45,A,假設只有 X 與 Y 兩種商品。如果甲生產 1 單位 X 的機會成本固定為 4 單位的 Y ，則甲生產 1 單位 Y 的機會成本固定為多少單位的 X ？
q244,3,mc,單選題,11,45,45,A,假設只有甲與乙兩個人且只有 X 與 Y 兩種商品。如果甲生產 X 的機會成本高 於乙，則
q245,3,mc,單選題,12,45,45,D,我們藉由下列何者判定絕對利益？
q246,3,mc,單選題,13,45,45,A,我們藉由下列何者判定比較利益？
q247,3,mc,單選題,14,45,45,D,假設只有甲與乙兩個人且只有 X 與 Y 兩種商品。下列敘述何者錯誤？
q248,3,mc,單選題,15,46,46,B,比較利益原則是哪位經濟學家發展出來的？
q249,3,mc,單選題,16,46,46,C,下列敘述何者正確？
q250,3,mc,單選題,17,46,46,B,"下表為 A 與 B 兩國每天生產商品 1 單位 X 與 1 單位 Y 所需的勞動投入量。 假設兩國都有 30 單位的勞動。在貿易前，下列哪一個每天的消費量組合是 可能達成的？
 X Y
 A 1 3 B 6 3"
q251,3,mc,單選題,18,46,47,B,"下表為 A 與 B 兩國每天生產商品 1 單位 X 與 1 單位 Y 所需的勞動投入量。 下列敘述何者正確？
 X Y
 A 1 3 B 6 3"
q252,3,mc,單選題,19,47,47,A,"下表為 A 與 B 兩國每天生產商品 1 單位 X 與 1 單位 Y 所需的勞動投入量。 根據比較利益原則，下列敘述何者正確？
 X Y
 A 1 3 B 6 3"
q253,3,mc,單選題,20,47,47,C,"下表為 A 與 B 兩國每天生產商品 1 單位 X 與 1 單位 Y 所需的勞動投入量。 下列敘述何者正確？
 X Y
 A 1 3 B 6 3"
q254,3,mc,單選題,21,47,48,D,"下表為 A 與 B 兩國每天生產商品 1 單位 X 與 1 單位 Y 所需的勞動投入量。 假設兩國都有 30 單位的勞動，且在貿易後完全專業化生產其具比較利益的 產品。在貿易後，下列敘述何者正確？
 X Y
 A 1 3 B 6 3"
q255,3,mc,單選題,22,48,48,D,"下表為 A 與 B 兩國每天生產商品 1 單位 X 與 1 單位 Y 所需的勞動投入量。 假設兩國都有 30 單位的勞動，且在貿易後完全專業化生產其具比較利益的 產品。在貿易後，下列哪一個兩國合起來的每天的消費量組合是可能達成 的？
 X Y
 A 1 3 B 6 3"
q256,3,mc,單選題,23,48,48,A,"下表為 A 與 B 兩國每天生產商品 1 單位 X 與 1 單位 Y 所需的勞動投入量。 若貿易後兩國均獲利，則 X 之於 Y 的國際相對價格可能為 X Y
 A 1 3 B 6 3"
q257,3,mc,單選題,24,49,49,B,"下表為 A 與 B 兩國每一單位勞動每天所能生產的商品 X 與 Y 的數量。假設 兩國都有 10 單位的勞動。在貿易前，下列哪一個每天消費量組合是可能達 成的？
 X Y
 A 1 2 B 3 4"
q258,3,mc,單選題,25,49,49,C,"下表為 A 與 B 兩國每一單位勞動每天所能生產的商品 X 與 Y 的數量。下列 敘述何者正確？
 X Y
 A 1 2 B 3 4"
q259,3,mc,單選題,26,49,50,B,"下表為 A 與 B 兩國每一單位勞動每天所能生產的商品 X 與 Y 的數量。根據 比較利益原則，下列敘述何者正確？
 X Y
 A 1 2 B 3 4"
q260,3,mc,單選題,27,50,50,D,"下表為 A 與 B 兩國每一單位勞動每天所能生產的商品 X 與 Y 的數量。下列 敘述何者正確？
 X Y
 A 1 2 B 3 4"
q261,3,mc,單選題,28,50,50,D,"下表為 A 與 B 兩國每一單位勞動每天所能生產的商品 X 與 Y 的數量。假設 兩國都有 10 單位的勞動，且在貿易後完全專業化生產其具比較利益的產 品。在貿易後，下列敘述何者正確？
 X Y
 A 1 2 B 3 4"
q262,3,mc,單選題,29,50,51,B,"下表為 A 與 B 兩國每一單位勞動每天所能生產的商品 X 與 Y 的數量。假設 兩國都有 10 單位的勞動，且在貿易後完全專業化生產其具比較利益的產 品。在貿易後，下列哪一個兩國合起來的每天消費量組合是可能達成的？
 X Y
 A 1 2 B 3 4"
q263,3,mc,單選題,30,51,51,B,"下表為 A 與 B 兩國每一單位勞動每天所能生產的商品 X 與 Y 的數量。若貿 易後兩國均獲利，則 X 之於 Y 的國際相對價格可能為
 X Y
 A 1 2 B 3 4"
q264,3,mc,單選題,31,51,52,D,"下表為 A 與 B 兩國每一單位勞動每天所能生產的商品 X 與 Y 的數量。假設 兩國都有 10 單位的勞動。在貿易前，下列哪一個每天消費量組合是可能達 成的？
 X Y
 A 1 4 B 2 4"
q265,3,mc,單選題,32,52,52,B,"下表為 A 與 B 兩國每一單位勞動每天所能生產的商品 X 與 Y 的數量。下列 敘述何者正確？
 X Y
 A 1 4 B 2 4"
q266,3,mc,單選題,33,52,52,B,"下表為 A 與 B 兩國每一單位勞動每天所能生產的商品 X 與 Y 的數量。根據 比較利益原則，下列敘述何者正確？
 X Y
 A 1 4 B 2 4"
q267,3,mc,單選題,34,52,53,C,"下表為 A 與 B 兩國每一單位勞動每天所能生產的商品 X 與 Y 的數量。下列 敘述何者正確？
 X Y
 A 1 4 B 2 4"
q268,3,mc,單選題,35,53,53,D,"下表為 A 與 B 兩國每一單位勞動每天所能生產的商品 X 與 Y 的數量。假設 兩國都有 10 單位的勞動，且在貿易後完全專業化生產其具比較利益的產 品。在貿易後，下列敘述何者正確？
 X Y
 A 1 4 B 2 4"
q269,3,mc,單選題,36,53,53,C,"下表為 A 與 B 兩國每一單位勞動每天所能生產的商品 X 與 Y 的數量。假設 兩國都有 10 單位的勞動，且在貿易後完全專業化生產其具比較利益的產 品。在貿易後，下列哪一個兩國合起來的每天消費量組合是可能達成的？
 X Y
 A 1 4 B 2 4"
q270,3,mc,單選題,37,54,54,C,"下表為 A 與 B 兩國每一單位勞動每天所能生產的商品 X 與 Y 的數量。若貿 易後兩國均獲利，則 X 之於 Y 的國際相對價格可能為
 X Y
 A 1 4 B 2 4"
q271,3,mc,單選題,38,54,54,C,"下表為 A 與 B 兩國每天生產商品 1 單位 X 與 1 單位 Y 所需的勞動投入量。 根據比較利益原則，下列敘述何者正確？
 X Y
 A 2 1 B 6 3"
q272,3,mc,單選題,39,54,55,A,"下表為 A 與 B 兩國每天生產商品 1 單位 X 與 1 單位 Y 所需的勞動投入量。 假設兩國都有 30 單位的勞動。在貿易前，下列哪一個每天的消費量組合是 可能達成的？
 X Y
 A 1 4 B 6 3"
q273,3,mc,單選題,40,55,55,D,"下表為 A 與 B 兩國每天生產商品 1 單位 X 與 1 單位 Y 所需的勞動投入量。 下列敘述何者正確？
 X Y
 A 1 4 B 6 3"
q274,3,mc,單選題,41,55,55,A,"下表為 A 與 B 兩國每天生產商品 1 單位 X 與 1 單位 Y 所需的勞動投入量。 根據比較利益原則，下列敘述何者正確？
 X Y
 A 1 4 B 6 3"
q275,3,mc,單選題,42,55,56,C,"下表為 A 與 B 兩國每天生產商品 1 單位 X 與 1 單位 Y 所需的勞動投入量。 下列敘述何者正確？
 X Y
 A 1 4 B 6 3"
q276,3,mc,單選題,43,56,56,C,"下表為 A 與 B 兩國每天生產商品 1 單位 X 與 1 單位 Y 所需的勞動投入量。 假設兩國都有 30 單位的勞動，且在貿易後完全專業化生產其具比較利益的 產品。在貿易後，下列敘述何者正確？
 X Y
 A 1 4 B 6 3"
q277,3,mc,單選題,44,56,57,B,"下表為 A 與 B 兩國每天生產商品 1 單位 X 與 1 單位 Y 所需的勞動投入量。 假設兩國都有 30 單位的勞動，且在貿易後完全專業化生產其具比較利益的 產品。在貿易後，下列哪一個兩國合起來的每天的消費量組合是可能達成 的？
 X Y
 A 1 4 B 6 3"
q278,3,mc,單選題,45,57,57,A,"下表為 A 與 B 兩國每天生產商品 1 單位 X 與 1 單位 Y 所需的勞動投入量。 若貿易後兩國均獲利，則 X 之於 Y 的國際相對價格可能為 X Y
 A 1 4 B 6 3"
q279,3,mc,單選題,46,57,57,C,比較利益原則無法回答下列何項問題？
q280,3,mc,單選題,47,57,57,B,大多數經濟學家
q281,3,mc,單選題,48,57,57,C,兩國之間的貿易
q282,3,mc,單選題,49,58,58,D,兩國進行貿易後，
q283,3,mc,單選題,50,58,58,C,假設只有 A 與 B 兩國且只有 X 與 Y 兩種商品。兩國進行貿易後，
q284,3,instant,即席測驗,1,58,58,B,在鹹蛋和阿信進行交易之前，
q285,3,instant,即席測驗,2,58,58,C,在鹹蛋和阿信進行交易之後，
q286,3,instant,即席測驗,3,58,58,D,在每一小時，春嬌可以洗兩輛車或除一片草；志明可以洗三輛車或除一片草。 在此情況下，
q287,3,instant,即席測驗,4,58,59,B,在每一小時，春嬌可以洗兩輛車或除一片草；志明可以洗三輛車或除一片 草。在此情況下，
q288,3,instant,即席測驗,5,59,59,A,當兩個人都有效率地生產，且根據比較利益進行雙方都能同時獲利的交易 時，
q289,3,instant,即席測驗,6,59,59,D,一國會進口哪些商品？
q290,3,instant,即席測驗,7,59,59,B,"在美國，造一架飛機需投入 10,000 小時的勞動，做一件襯衫需投入 2 小時的 勞動；在中國，造一架飛機需投入 40,000 小時的勞動，做一件襯衫需投入 4 小時的勞動。在此情況下，"
q291,3,instant,即席測驗,8,59,59,D,阿嬌可以在 30 分鐘內煮好晚餐，在 20 分鐘內洗好衣服。她的室友做這兩件 工作都只需花一半的時間。兩人應如何分配工作？
q292,3,draw_tf,繪圖是非題,1,60,60,X,假設只有 X 與 Y 兩種商品。當一經濟體系進行國際貿易時，其生產可能曲線 位於消費可能曲線之外。
q293,3,draw_tf,繪圖是非題,2,60,60,X,假設只有 X 與 Y 兩種商品。當一經濟體系選擇自給自足時，其消費可能曲線 位於生產可能曲線之外。
q294,3,draw_tf,繪圖是非題,3,61,61,O,"假設勞動為唯一的投入。下表為 A 與 B 兩國每天生產商品 1 單位 X 與 1 單位 Y 所需的勞動投入量。若貿易後兩國均獲利，則 X 之於 Y 的國際相對價格可 能為 1。 X Y
 A 1 3 B 6 3"
q295,3,draw_tf,繪圖是非題,4,61,62,X,"假設勞動為唯一的投入。下表為 A 與 B 兩國每天生產商品 1 單位 X 與 1 單位 Y 所需的勞動投入量。若 X 之於 Y 的國際相對價格為 3，則兩國都會進行貿 易。 X Y
 A 1 3 B 6 3"
q296,3,draw_tf,繪圖是非題,5,62,62,O,"假設勞動為唯一的投入。下表為 A 與 B 兩國每一單位勞動每天所能生產的 商品 X 與 Y 的數量。若貿易後兩國均獲利，則 X 之於 Y 的國際相對價格可 能為 3。
 X Y
 A 1 4 B 2 4"
q297,3,draw_tf,繪圖是非題,6,63,63,X,"假設勞動為唯一的投入。下表為 A 與 B 兩國每一單位勞動每天所能生產的 商品 X 與 Y 的數量。若 X 之於 Y 的國際相對價格為 1，則兩國都會進行貿易。
 X Y
 A 1 4 B 2 4"
q298,3,draw_tf,繪圖是非題,7,64,64,O,"假設勞動為唯一的投入。下表為 A 與 B 兩國每天生產商品 1 單位 X 與 1 單 位 Y 所需的勞動投入量。若貿易後兩國均獲利，則 X 之於 Y 的國際相對價格 可能為 2/3。 X Y
 A 1 2 B 3 4"
q299,3,draw_tf,繪圖是非題,8,65,65,X,"假設勞動為唯一的投入。下表為 A 與 B 兩國每一單位勞動每天所能生產的 商品 X 與 Y 的數量。若 X 之於 Y 的國際相對價格為 1，則兩國都會進行貿易。
 X Y
 A 1 2 B 3 4"
q300,3,draw_tf,繪圖是非題,9,66,66,X,"假設勞動為唯一的投入。下表為 A 與 B 兩國每天生產商品 1 單位 X 與 1 單 位 Y 所需的勞動投入量。若 X 之於 Y 的國際相對價格為 1，則兩國都會進行 貿易。 X Y
 A 1 2 B 2 4"
q301,3,draw_tf,繪圖是非題,10,67,67,X,"假設勞動為唯一的投入。下表為 A 與 B 兩國每一單位勞動每天所能生產的 商品 X 與 Y 的數量。若 X 之於 Y 的國際相對價格為 1，則兩國都會進行貿易。
 X Y
 A 3 1 B 6 2"
q302,4,tf,是非題,1,68,68,O,當中東爆發戰爭時，在其他條件不變下，耗油車的價格會下跌。
q303,4,tf,是非題,2,68,68,X,大部分的市場是有組織的。
q304,4,tf,是非題,3,68,68,X,一個完全競爭市場有兩個特徵：（1）銷售的產品是異質的，（2）買賣雙方人 數眾多以致於沒有任何一個買者或賣者足以影響市場價格。
q305,4,tf,是非題,4,68,68,O,完全競爭市場中的買者與賣者都是價格接受者。
q306,4,tf,是非題,5,68,68,O,在現實世界中，大部分的市場介於完全競爭與獨占這兩個極端之間。
q307,4,tf,是非題,6,68,68,O,任何商品的需求量是指買者願意且有能力購買的數量。
q308,4,tf,是非題,7,68,68,X,需求法則是在其他條件不變下，當一商品的價格上漲時，需求量增加，且 當價格下跌時，需求量減少。
q309,4,tf,是非題,8,68,68,O,需求表顯示在影響消費者購買數量的其他因素不變下，商品價格與需求量之 間的關係。
q310,4,tf,是非題,9,68,68,X,連結價格與需求量的正斜率的線稱為需求曲線。
q311,4,tf,是非題,10,68,68,X,市場需求曲線是由個別需求曲線垂直加總而來。
q312,4,tf,是非題,11,69,69,X,市場需求曲線顯示，在影響購買者購買數量的其他因素（如所得）不變下， 當商品價格改變時，個別需求量會如何變動。
q313,4,tf,是非題,12,69,69,O,需求增加會造成需求曲線往右移；需求減少會造成需求曲線往左移。
q314,4,tf,是非題,13,69,69,O,如果商品的需求隨所得減少而增加，此商品稱為劣等財。
q315,4,tf,是非題,14,69,69,X,當一商品的價格下跌，造成另一項商品的需求減少，這兩項商品稱為互補品。
q316,4,tf,是非題,15,69,69,O,當一項商品的價格上漲，造成另一項商品的需求減少，這兩項商品稱為 互補品。
q317,4,tf,是非題,16,69,69,X,當買者的人數增加時，市場需求會增加，從而市場需求曲線會往左移。
q318,4,tf,是非題,17,69,69,O,如果一項商品是正常財，則當人們的所得增加時，市場需求曲線會往右移。
q319,4,tf,是非題,18,69,69,X,商品自身價格變動會造成需求曲線整條線的移動。
q320,4,tf,是非題,19,69,69,O,如果香菸和大麻是替代品，則香菸價格因課稅而提高之後，大麻的需求會增 加。
q321,4,tf,是非題,20,69,69,X,任一商品或服務的供給量是指賣者願意賣出的數量。
q322,4,tf,是非題,21,69,69,O,供給法則是在其他條件不變下，當一商品的價格上漲時，供給量隨之增加； 且當價格下降時，供給量隨之減少。
q323,4,tf,是非題,22,70,70,X,商品的供給量與用於該產品生產之投入的價格呈正向關聯。
q324,4,tf,是非題,23,70,70,O,如果廠商預期其商品的價格明天會上漲，其今天的供給會減少。
q325,4,tf,是非題,24,70,70,O,生產技術進步造成整條供給曲線往右移。
q326,4,tf,是非題,25,70,70,X,如果市場價格高於均衡價格，則市場會有超額需求。
q327,4,tf,是非題,26,70,70,O,如果市場價格高於均衡價格，則市場會有超額供給。
q328,4,tf,是非題,27,70,70,X,供需法則：任一商品的數量會調整，而使該商品的供給量與需求量達成平衡。
q329,4,tf,是非題,28,70,70,O,需求增加且供給減少會造成均衡價格上升。
q330,4,tf,是非題,29,70,70,X,當需求增加且供給減少時，均衡數量確定會增加。
q331,4,tf,是非題,30,70,70,O,當需求減少且供給增加時，均衡價格確定會下降。
q332,4,tf,是非題,31,70,70,X,當需求減少且供給增加時，均衡數量確定會增加。
q333,4,tf,是非題,32,70,70,X,需求與供給同時增加會造成均衡價格上升。
q334,4,tf,是非題,33,70,70,O,當需求與供給同時增加時，均衡數量確定會增加。
q335,4,tf,是非題,34,70,70,X,需求與供給同時減少會造成均衡價格下降。
q336,4,tf,是非題,35,71,71,O,當需求與供給同時減少時，均衡數量確定會減少。
q337,4,mc,單選題,1,71,71,A,當中東爆發戰爭時，在其他條件不變下，
q338,4,mc,單選題,2,71,71,C,需求法則是在其他條件不變下，
q339,4,mc,單選題,3,71,71,A,下列敘述何者正確？
q340,4,mc,單選題,4,71,71,A,當電腦的生產技術進步時，在其他條件不變下，遊戲軟體的均衡價格會
q341,4,mc,單選題,5,71,72,B,在 2005 年夏天，豪雨淹沒南部蔥田，而導致宜蘭「三星蔥」與香菜的價格大 幅上漲。這表示
q342,4,mc,單選題,6,72,72,A,下列何者的變動代表沿著需求曲線的移動？
q343,4,mc,單選題,7,72,72,A,下列何者的變動不會造成需求的變動？
q344,4,mc,單選題,8,72,72,D,下列何者的變動會造成需求與供給同時發生變動？
q345,4,mc,單選題,9,72,72,B,當液晶螢幕價格上漲時，在其他條件不變下，電腦的均衡數量會
q346,4,mc,單選題,10,72,72,D,當人們預期某一檔股票其價格明天會上漲時，該檔股票今天會如何表現？
q347,4,mc,單選題,11,73,73,A,中秋節流行烤肉。在中秋節前夕，甜玉米的價格上漲；這是因為甜玉米的
q348,4,mc,單選題,12,73,73,B,在 2009 年，因全球金融海嘯肆虐，使液晶面板價格下跌；這是因為液晶 面板的
q349,4,mc,單選題,13,73,73,D,印度與中國是全世界最喜歡黃金的民族。當印度與中國的經濟表現好時，通 常可以看到黃金的世界價格上漲，這表示
q350,4,mc,單選題,14,73,73,C,"如果 ( P, Q) = (10,5) 這個價量組合位在某一條需求曲線上，則下列哪一個價 量組合可能位在同一條需求曲線上？"
q351,4,mc,單選題,15,73,73,B,"如果 ( P, Q) = (10,5) 這個價量組合位在某一條供給曲線上，則下列哪一個價 量組合可能位在同一條供給曲線上？"
q352,4,mc,單選題,16,74,74,D,當中東爆發戰爭時，石油的世界價格上漲；這是因為石油的
q353,4,mc,單選題,17,74,74,B,電腦價格呈現下降趨勢是因為
q354,4,mc,單選題,18,74,74,B,下列哪些事件確定會造成均衡價格上漲？
q355,4,mc,單選題,19,74,74,C,下列哪些事件確定會造成均衡價格下跌？
q356,4,mc,單選題,20,74,74,A,下列哪些事件確定會造成均衡數量增加？
q357,4,mc,單選題,21,74,75,D,下列哪些事件確定會造成均衡數量減少？
q358,4,mc,單選題,22,75,75,B,當鋼鐵價格上漲時，在其他條件不變下，汽車市場會有何反應 ？
q359,4,mc,單選題,23,75,75,C,當人們變得喜歡喝咖啡且咖啡豆價格因咖啡豆欠收而上漲時，咖啡的
q360,4,mc,單選題,24,75,75,C,當人們變得喜歡喝咖啡且咖啡豆價格因咖啡豆豐收而下跌時，咖啡的
q361,4,mc,單選題,25,75,75,C,. 當人們變得喜歡喝茶且咖啡豆價格因咖啡豆豐收而下跌時，咖啡的
q362,4,mc,單選題,26,75,75,C,當人們變得喜歡喝茶且咖啡豆價格因咖啡豆欠收而上漲時，咖啡的
q363,4,mc,單選題,27,76,76,D,茶和咖啡替代品。當咖啡豆豐收時，在其他條件不變下，茶的
q364,4,mc,單選題,28,76,76,A,當 CD player 的生產技術進步時，在其他條件不變下，CD 的
q365,4,mc,單選題,29,76,76,B,當市場價格高於均衡價格時，
q366,4,mc,單選題,30,76,76,A,當市場價格低於均衡價格時，
q367,4,mc,單選題,31,76,76,A,當市場供給不變時，市場需求增加會造成
q368,4,mc,單選題,32,76,77,D,當市場供給不變時，市場需求減少會造成
q369,4,mc,單選題,33,77,77,C,當市場需求不變時，市場供給增加會造成
q370,4,mc,單選題,34,77,77,B,當市場需求不變時，市場供給減少會造成
q371,4,mc,單選題,35,77,77,A,假設商品 X 是正常財。當人們的所得增加時，在其他條件不變下， X 的均衡 數量會
q372,4,mc,單選題,36,77,77,A,假設商品 X 是劣等財。當人們的所得減少時，在其他條件不變下， X 的均衡 價格會
q373,4,mc,單選題,37,77,78,B,假設商品 X 與 Y 是替代品。當 Y 的生產技術進步時， X 的均衡價格會
q374,4,mc,單選題,38,78,78,A,假設商品 X 與 Y 是互補品。當 Y 的生產技術進步時， X 的均衡價格會
q375,4,mc,單選題,39,78,78,B,假設商品 X 與 Y 是替代品。當 Y 的賣者人數增加時， X 的均衡價格會
q376,4,mc,單選題,40,78,78,B,假設商品 X 與 Y 是互補品。當 Y 的賣者人數減少時， X 的均衡價格會
q377,4,mc,單選題,41,78,78,A,假設商品 X 與 Y 是替代品。當 Y 的生產成本上升時， X 的均衡價格會
q378,4,mc,單選題,42,78,78,B,假設商品 X 與 Y 是互補品。當 Y 的生產成本上升時， X 的均衡價格會
q379,4,mc,單選題,43,79,79,C,當人們預期 X 商品其未來的價格會上升時，在其他條件不變下，現在的 X 市 場會有何反應 ？
q380,4,mc,單選題,44,79,79,C,當商品 X 的買者人數增加且生產技術進步時，在其他條件不變下， X 市場 會有何反應？
q381,4,mc,單選題,45,79,79,C,當商品 X 的買者人數與賣者人數都增加時，在其他條件不變下， X 市場會 有何反應？
q382,4,mc,單選題,46,79,79,C,假設商品 X 是正常財。當人們的所得減少且 X 的生產成本上升時，在其他條 件不變下， X 市場會有何反應？
q383,4,mc,單選題,47,79,80,D,當商品 X 的買者人數增加且生產成本上升時，在其他條件不變下， X 市場 會有何反應？
q384,4,mc,單選題,48,80,80,C,假設商品 X 是劣等財。當人們的所得增加且 X 的生產成本上升時，在其他條 件不變下， X 市場會有何反應？
q385,4,mc,單選題,49,80,80,C,假設商品 X 是劣等財。當人們的所得增加且 X 的生產技術進步時，在其他條 件不變下， X 市場會有何反應？
q386,4,mc,單選題,50,80,80,D,當人們的所得增加時，在其他條件不變下，市場會有何反應？
q387,4,mc,單選題,51,80,80,A,嚴重疫情會使下列何者的需求增加？
q388,4,mc,單選題,52,80,80,D,嚴重疫情會使下列何者的需求增加？
q389,4,mc,單選題,53,81,81,B,嚴重疫情會使下列何者的需求減少？
q390,4,mc,單選題,54,81,81,C,嚴重疫情會使下列何者的需求減少？
q391,4,mc,單選題,55,81,81,B,嚴重疫情會使下列何者的供給減少？
q392,4,mc,單選題,56,81,81,D,嚴重疫情會使下列何者的供給減少？
q393,4,mc,單選題,57,81,81,D,在 2020 年下半年，貨櫃運價上漲主要是因為
q394,4,mc,單選題,58,82,82,B,下列何者的市場價格會因疫情爆發而下跌？
q395,4,mc,單選題,59,82,82,D,下列何者的市場價格會因疫情爆發而上漲？
q396,4,instant,即席測驗,1,82,82,C,市場的定義為
q397,4,instant,即席測驗,2,82,82,B,在完全競爭市場，
q398,4,instant,即席測驗,3,82,82,A,下列哪一個市場最接近完全競爭市場？
q399,4,instant,即席測驗,4,82,83,B,下列何者的變動不會造成漢堡需求曲線的移動？
q400,4,instant,即席測驗,5,83,83,A,假設漢堡是披薩的替代品，且沙士是披薩的互補品。下列何者會造成披薩的 需求曲線往右移？
q401,4,instant,即席測驗,6,83,83,D,如果泡麵是劣等財，則當______提高時，泡麵的需求曲線往______移。
q402,4,instant,即席測驗,7,83,83,A,給定披薩市場的某一供給曲線。下列何者會造成沿著該曲線的往上移動？
q403,4,instant,即席測驗,8,83,83,C,下列何者會造成披薩的供給曲線往右移？
q404,4,instant,即席測驗,9,83,83,D,電影票與影片串流服務是替代品。如果影片串流服務的價格上漲，則電影票 市場的
q405,4,instant,即席測驗,10,83,84,B,蘊藏量豐富的新油田的技術會造成汽油的 _____曲線移動，而使其均衡 價格
q406,4,instant,即席測驗,11,84,84,A,如果人們的所得因經濟發生衰退而減少，則劣等財的
q407,4,instant,即席測驗,12,84,84,C,下列何者會造成咖啡的均衡價格上升且均衡數量減少？
q408,4,instant,即席測驗,13,84,84,D,給定某一供給曲線。 _____的增加會造成沿著該曲線的移動，此一移動稱 為 _____的變動
q409,4,draw_tf,繪圖是非題,1,84,84,O,需求增加且供給減少會造成均衡價格上升。
q410,4,draw_tf,繪圖是非題,2,85,85,X,當需求增加且供給減少時，均衡數量確定會增加。
q411,4,draw_tf,繪圖是非題,3,85,85,O,當需求減少且供給增加時，均衡價格確定會下降。
q412,4,draw_tf,繪圖是非題,4,86,86,X,當需求減少且供給增加時，均衡數量確定會增加。
q413,4,draw_tf,繪圖是非題,5,86,87,X,需求與供給同時增加會造成均衡價格上升。
q414,4,draw_tf,繪圖是非題,6,87,87,O,當需求與供給同時增加時，均衡數量確定會增加。
q415,4,draw_tf,繪圖是非題,7,87,88,X,需求與供給同時減少會造成均衡價格下降。
q416,4,draw_tf,繪圖是非題,8,88,88,O,當需求與供給同時減少時，均衡數量確定會減少。
q417,4,draw_tf,繪圖是非題,9,88,89,X,當鋼鐵價格上漲時，在其他條件不變下，汽車市場的均衡價格會上升且均衡 數量會增加。
q418,4,draw_tf,繪圖是非題,10,89,89,O,茶和咖啡替代品。當咖啡豆豐收時，在其他條件不變下，茶的均衡價格下跌 且均衡數量減少。
q419,4,draw_tf,繪圖是非題,11,89,89,O,假設商品 X 與 Y 是互補品。當 Y 的生產技術進步時， X 的均衡價格會上升。
q420,4,draw_tf,繪圖是非題,12,90,90,X,當人們預期 X 商品其未來的價格會上升時，在其他條件不變下，現在的 X 市 場的均衡價格會上升且均衡數量會增加。
q421,4,draw_tf,繪圖是非題,13,90,91,X,當人們預期 X 商品其未來的價格會下降時，在其他條件不變下，現在的 X 市 場的均衡價格會下降且均衡數量會減少。
q422,4,draw_tf,繪圖是非題,14,91,91,X,在其他條件不變下，任一商品市場的總收益隨所得的增加而增加。
q423,4,draw_tf,繪圖是非題,15,91,91,X,在其他條件不變下，商品 X 的市場供給增加會造成其均衡價格下降，進而造 成其需求增加。
q424,4,draw_tf,繪圖是非題,16,92,92,X,在其他條件不變下，商品 X 的市場需求增加會造成其均衡價格上升，進而造 成其供給增加。
q425,4,draw_tf,繪圖是非題,17,92,93,X,商品 X 的均衡價格上升意味著其均衡數量增加。
q426,4,draw_tf,繪圖是非題,18,93,93,X,商品 X 的均衡價格下降意味著其均衡數量減少。
q427,5,tf,是非題,1,94,94,O,彈性為衡量買者與賣者面對市場情況的變動，其反應的幅度。
q428,5,tf,是非題,2,94,94,X,在分析某個事件或政策如何影響市場時，彈性這個分析概念可以幫助我們探 討影響方向。
q429,5,tf,是非題,3,94,94,O,當某商品價格下跌、其替代品價格上漲或互補品價格下跌時，消費者會購買 更多的數量。
q430,5,tf,是非題,4,94,94,X,若價格改變使需求量大幅變動，我們稱商品的需求無彈性。
q431,5,tf,是非題,5,94,94,O,有比較多近似替代品的商品，其需求彈性較大。
q432,5,tf,是非題,6,94,94,X,蛋沒有近似互補品，所以蛋的需求要比奶油來得無彈性。
q433,5,tf,是非題,7,94,94,O,必需品的需求通常是無彈性的，而奢侈品的需求通常是有彈性的。
q434,5,tf,是非題,8,94,94,X,市場範圍小的商品其需求彈性要比範圍大的市場來得小。
q435,5,tf,是非題,9,94,94,O,隨著時間長度的增加，商品的需求會愈來愈有彈性。
q436,5,tf,是非題,10,94,94,X,需求的價格彈性其定義為，價格變動百分比除以需求量變動百分比。
q437,5,tf,是非題,11,94,94,X,利用中點法（midpoint method）計算彈性，結果會因起始點不同而有所不同。
q438,5,tf,是非題,12,95,95,X,當彈性大於 0 時，需求有彈性。
q439,5,tf,是非題,13,95,95,O,如果有兩條需求曲線通過同一點，則需求曲線較平坦的那一條，其彈性較大。
q440,5,tf,是非題,14,95,95,O,若需求曲線是一條垂直線，則需求為完全無彈性。
q441,5,tf,是非題,15,95,95,X,如果需求有彈性，那麼價格上漲會導致總收益增加。
q442,5,tf,是非題,16,95,95,O,當需求無彈性時，價格與總收益呈同方向變動。
q443,5,tf,是非題,17,95,95,X,直線型需求曲線線上每一點的彈性都一樣。
q444,5,tf,是非題,18,95,95,X,替代品的交叉彈性為負值。
q445,5,tf,是非題,19,95,95,O,供給的價格彈性其計算公式為，供給量變動百分比除以價格變動百分比。
